Reported by,Origin (prefectures),Origin (district),Origin (municipality),Origin (Other),Food category,Item,Day of collection,Result found Date,134Cs Radioactivity concentration (Bq/kg),134Cs detection limit (Bq/kg),137Cs Radioactivity concentration (Bq/kg),137Cs detection limit (Bq/kg),134Cs + 137Cs Radioactivity concentration (Bq/kg),134Cs + 137Cs detection limit (Bq/kg),134Cs + 137Cs  exceeded reference value, Remarks
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B012,Wild birds and animals,Black bear,2013-07-30,2013-08-09,,,,,1.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A162,Wild birds and animals,Black bear,2013-07-31,2013-08-09,,,,,2.8E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B634,Wild birds and animals,Wild boar,2013-08-01,2013-10-10,,,,,9.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B541,Wild birds and animals,Wild boar,2013-08-02,2013-08-09,,,,,6.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Black bear,2013-08-02,2013-08-09,,,,,2.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B573,Wild birds and animals,Wild boar,2013-08-02,2013-09-05,,,,,9.8E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B331,Wild birds and animals,Wild boar,2013-08-04,2013-09-05,,,,,4.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B153,Wild birds and animals,Wild boar,2013-08-05,2013-09-05,,,,,9.6E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B641,Wild birds and animals,Wild boar,2013-08-05,2013-09-05,,,,,4.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B244,Wild birds and animals,Wild boar,2013-08-06,2013-09-05,,,,,1.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-08-06,2013-09-05,,,,,6.6E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-08-06,2013-09-05,,,,,8.0E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-08-08,2013-09-05,,,,,9.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Inawashiro town,B211,Wild birds and animals,Black bear,2013-08-09,2013-09-05,,,,,5.6E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B251,Wild birds and animals,Wild boar,2013-08-10,2013-09-05,,,,,1.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A161,Wild birds and animals,Black bear,2013-08-10,2013-09-05,,,,,4.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B231,Wild birds and animals,Black bear,2013-08-11,2013-09-05,,,,,2.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E421,Wild birds and animals,Wild boar,2013-08-12,2013-09-05,,,,,1.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A171,Wild birds and animals,Black bear,2013-08-12,2013-09-05,,,,,5.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B433,Wild birds and animals,Ducks,2013-08-13,2013-09-05,,,,,6.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-08-14,2013-09-05,,,,,9.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B533,Wild birds and animals,Black bear,2013-08-14,2013-09-05,,,,,3.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B144,Wild birds and animals,Wild boar,2013-08-19,2013-09-05,,,,,1.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-08-19,2013-09-05,,,,,4.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B573,Wild birds and animals,Ducks,2013-08-20,2013-09-05,,,,,1.6E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A064,Wild birds and animals,Black bear,2013-08-22,2013-09-05,,,,,6.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E714,Wild birds and animals,Wild boar,2013-08-23,2013-09-05,,,,,9.9E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-08-23,2013-09-05,,,,,1.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B013,Wild birds and animals,Black bear,2013-08-24,2013-09-05,,,,,1.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B124,Wild birds and animals,Black bear,2013-08-26,2013-09-05,,,,,2.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Fukushima city,B443,Wild birds and animals,Wild boar,2013-08-27,2013-09-05,,,,,2.0E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A073,Wild birds and animals,Black bear,2013-08-27,2013-09-05,ND,<6.7E+00,8.6E+00,,,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E732,Wild birds and animals,Wild boar,2013-08-29,2013-09-05,,,,,4.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E613,Wild birds and animals,Wild boar,2013-08-29,2013-09-05,,,,,1.2E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B152,Wild birds and animals,Wild boar,2013-08-30,2013-10-10,,,,,2.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B342,Wild birds and animals,Wild boar,2013-08-30,2013-10-10,,,,,8.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A162,Wild birds and animals,Black bear,2013-08-30,2013-10-10,,,,,3.2E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B442,Wild birds and animals,Wild boar,2013-08-31,2013-10-10,,,,,1.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Aizuwakamatsu city,A173,Wild birds and animals,Ducks,2013-08-31,2013-10-10,ND,<5.3E+00,ND,<4.1E+00,,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B054,Wild birds and animals,Wild boar,2013-09-01,2013-10-10,,,,,1.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B451,Wild birds and animals,Wild boar,2013-09-01,2013-10-10,,,,,2.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B243,Wild birds and animals,Wild boar,2013-09-01,2013-10-10,,,,,1.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B153,Wild birds and animals,Wild boar,2013-09-02,2013-10-10,,,,,1.8E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B251,Wild birds and animals,Wild boar,2013-09-02,2013-10-10,,,,,3.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura county Miharu town,B143,Wild birds and animals,Pheasant,2013-09-02,2013-10-10,ND,<6.0E+00,1.1E+01,,,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B442,Wild birds and animals,Wild boar,2013-09-03,2013-10-10,,,,,3.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A064,Wild birds and animals,Black bear,2013-09-05,2013-10-10,ND,<5.5E+00,1.3E+01,,,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E714,Wild birds and animals,Wild boar,2013-09-06,2013-10-10,,,,,9.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B451,Wild birds and animals,Wild boar,2013-09-07,2013-10-10,,,,,6.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B573,Wild birds and animals,Wild boar,2013-09-07,2013-10-10,,,,,2.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A162,Wild birds and animals,Black bear,2013-09-07,2013-10-10,ND,<5.5E+00,9.4E+00,,,,,
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E611,Wild birds and animals,Black bear,2013-09-09,2013-10-10,,,,,8.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B552,Wild birds and animals,Wild boar,2013-09-10,2013-10-10,,,,,8.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B644,Wild birds and animals,Black bear,2013-09-10,2013-10-10,,,,,7.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B152,Wild birds and animals,Wild boar,2013-09-11,2013-10-10,,,,,8.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B232,Wild birds and animals,Wild boar,2013-09-11,2013-10-10,,,,,2.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B054,Wild birds and animals,Wild boar,2013-09-12,2013-10-10,,,,,2.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B442,Wild birds and animals,Wild boar,2013-09-12,2013-10-10,,,,,2.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B471,Wild birds and animals,Pheasant,2013-09-12,2013-10-10,,,,,7.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Aizuwakamatsu city,B003,Wild birds and animals,Black bear,2013-09-12,2013-10-10,,,,,3.8E+01,,,
Fukushima prefecture,Fukushima prefecture,Iwaki,Iwaki city,E352,Wild birds and animals,Wild boar,2013-09-14,2013-10-10,,,,,2.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B243,Wild birds and animals,Wild boar,2013-09-14,2013-10-10,,,,,2.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B053,Wild birds and animals,Wild boar,2013-09-15,2013-10-10,,,,,7.2E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kawamata town,B442,Wild birds and animals,Wild boar,2013-09-17,2013-10-10,,,,,2.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Inawashiro town,B113,Wild birds and animals,Wild boar,2013-09-19,2013-10-10,,,,,7.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B253,Wild birds and animals,Wild boar,2013-09-19,2013-10-10,,,,,2.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B124,Wild birds and animals,Wild boar,2013-09-20,2013-10-10,,,,,3.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B051,Wild birds and animals,Wild boar,2013-09-21,2013-10-10,,,,,4.6E+01,,,
Fukushima prefecture,Fukushima prefecture,Kennan,Nishishirakawa county Nishigo village,E602,Wild birds and animals,Black bear,2013-09-22,2013-10-10,,,,,4.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Black bear,2013-09-22,2013-10-10,,,,,2.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B153,Wild birds and animals,Wild boar,2013-09-24,2013-10-10,,,,,1.5E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B644,Wild birds and animals,Wild boar,2013-09-24,2013-10-10,,,,,4.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B243,Wild birds and animals,Wild boar,2013-09-27,2013-11-11,,,,,2.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
